Url,Address,ReferenceNumber,Validateddate,Status,Proposal
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/334/20/T&from=planningSearch,1 Watersmead Drive Littlehampton   BN17 6GH,LU/334/20/T,04-12-20,ApproveConditionally     ,"Crown Lift 1 No Holm Oak (G1) to 3m above ground level
Remove branch of 1 No. Monterey Pine (T2) from NW portion of lower crown
Remove deadwood from 2 No. Monterey Pine (T3 and T5)
Crown Lift 1 No. Monterey Pine (T4) to 3m above ground level
Crown reduction to North of 1 No Maritime Pine (T6) to 5m
Remove deadwood of 1No. Poplar (T7)"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/249/20/DOC&from=planningSearch,6 Manor Road Rustington   BN16 3QT,R/249/20/DOC,04-12-20,DOC Approved     ,"Approval of details reserved by condition imposed under R/92/20/PL (Appeal B W/4001478) relating to conditions 3-vehicular access details, 5-electrical charging for vehicles & 6-details of acoustic fencing."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/253/20/HH&from=planningSearch,33 Knightscroft Avenue Rustington   BN16 2HW,R/253/20/HH,08-12-20,Withdrawn     ,Single storey annex building ancillary to main dwelling.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/254/20/T&from=planningSearch,Brookenbee Close Rustington   BN16 3SH,R/254/20/T,20-01-21,Withdrawn     ,Various works to various trees
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/141/20/DOC&from=planningSearch,Land East of Drove Lane Yapton   BN18 0EB,Y/141/20/DOC,04-12-20,DOC Refused     ,"Approval of details reserved by condition imposed under Y/92/17/OUT relating to conditions 9-surface water drainage, 10-maintenance & management manual for surface water drainage, 12-foul drainage system & 27-levels."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/193/20/PL&from=planningSearch,Ham Manor Cottage Ham Manor Way Angmering  BN16 4JQ,A/193/20/PL,,Undecided     (On Hold),Erection of a 1 No. 3 bedroom chalet bungalow & detached garage. This site is in CiL Zone 3 and is CIL Liable as dwelling.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/350/20/T&from=planningSearch,2 Heghbrok Way Aldwick   PO21 2RF,AW/350/20/T,03-12-20,ApproveConditionally     ,Fell 1 No. Horse Chestnut tree (T2).
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/145/20/HH&from=planningSearch,5 Bucksham Avenue Bersted   PO21 5DT,BE/145/20/HH,22-12-20,ApproveConditionally     ,Erection of single storey rear extension and removal of window to side
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/237/20/HH&from=planningSearch,30 Davenport Road Felpham   PO22 7JS,FP/237/20/HH,09-12-20,ApproveConditionally     ,Raised deck and increased height to perimeter fence in rear garden.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/333/20/CLE&from=planningSearch,"Units 2b, 2c & 2d Littlehampton Marina Ferry Road Litlehampton BN17 5DS",LU/333/20/CLE,03-12-20,Approve     ,"Lawful development certificate for the existing use  as B1 (a), (b) & (c) & B8 without compliance with condition 2 of LU/455/07."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/123/20/L&from=planningSearch,Pennicotts Farm Pagham Road Pagham  PO20 1LN,P/123/20/L,15-12-20,ApproveConditionally     ,"Listed building consent for the demolition of existing  conservatory to southern side of building & general repair & maintenance of external brickwork & roof coverings, insertion of 2 No conservation style rooflights to the rear valley roof,  & formation of 2 No sets of double patio doors within existing window openings on the northern elevation. Internal alterations comprising the removal of partition walls, reinstatement of wooden balustrade to staircase, and general repair, maintenance and refurbishment."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/245/20/HH&from=planningSearch,86 Sea Avenue Rustington   BN16 2DL,R/245/20/HH,09-12-20,ApproveConditionally     ,Rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=Y/140/20/DOC&from=planningSearch,Cinders Lane Nursery And Works To The Rear Cinders Lane Yapton  BN18 0JJ,Y/140/20/DOC,04-12-20,DOC Part Approved     ,"Approval of details reserved by condition following Y/32/17/OUT relating to conditions 6-scheme to deal with the risks associated with contamination of site, 7-drainage strategy details, 8-surface water drainage scheme, 10-SuDS system, 19-lighting details & 23-details & timetable of decentralised & renewable or low carbon energy resources."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=A/191/20/DOC&from=planningSearch,Land at West End Nursery Roundstone Lane Angmering  BN16 4AX,A/191/20/DOC,03-12-20,DOC Part Approved     ,Approval of details reserved by condition imposed under A/144/15/PL relating to condition 15-ecological enhancement scheme (including installation of bat boxes).
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/348/20/T&from=planningSearch,Malin House The Close Aldwick  PO21 4EP,AW/348/20/T,02-12-20,ApproveConditionally     ,Fell 3 No. Holm Oak trees.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/292/20/PL&from=planningSearch,Butlins Upper Bognor Road Bognor Regis  PO21 1JJ,BR/292/20/PL,07-12-20,Undecided     ,Erection of temporary enclosed buildings to accommodate performance stage and seating for a temporary period (January 2021- amended description: plans now include mechanical ventilation system/external plant equipment). Re-consultation. This site is in CIL Zone 4 (Zero Rated) as other development.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=CM/53/20/PL&from=planningSearch,Land at Wren Cottage Horsemere Green Lane Climping  BN17 5QZ,CM/53/20/PL,17-12-20,Withdrawn     ,Development of 2 No 2-bed & 2 No 3-bed detached dwellings & associated works. This site is in CIL Zone 3 and is CIL Liable as new dwellings.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/236/20/HH&from=planningSearch,3 Southview Road Felpham Bognor Regis  PO22 7JA,FP/236/20/HH,09-12-20,ApproveConditionally     ,Demolition of conservatory and construction of a single-storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/331/20/HH&from=planningSearch,65 Fastnet Way Littlehampton   BN17 6PW,LU/331/20/HH,02-12-20,ApproveConditionally     ,Single storey side extension
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/244/20/HH&from=planningSearch,21 Worthing Road Rustington   BN16 3JU,R/244/20/HH,09-12-20,ApproveConditionally     ,Single storey rear extension and rear first floor roof extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=WA/93/20/PL&from=planningSearch,Land East of Tye  Lane Walberton   BN18 0LU,WA/93/20/PL,,Undecided     (On Hold),"Alternative vehicular access off Tye Lane & emergency access off Avisford Park Road, along with minor highway works following WA/95/18/RES. This site is in CIL Zone 2 (Zero Rated) as other development."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AL/91/20/HH&from=planningSearch,2 Lidsey Lodge Cottage Sack Lane Lidsey  PO22 9PE,AL/91/20/HH,29-01-21,Undecided     ,First floor rear extension
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/144/20/HH&from=planningSearch,1 Markfield Bersted   PO22 9HW,BE/144/20/HH,11-12-20,ApproveConditionally     ,Retention of attached single storey garage with storage area.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/161/20/CLP&from=planningSearch,7 Ferringham Lane Ferring   BN12 5ND,FG/161/20/CLP,04-12-20,PP Not Required     ,Lawful development certificate for a Proposed single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FG/162/20/HH&from=planningSearch,Chantry Cottage 49 Little Paddocks Ferring  BN12 5NH,FG/162/20/HH,09-12-20,ApproveConditionally     ,Single storey front extension with alterations to fenestration.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/234/20/HH&from=planningSearch,41 Davenport Road Felpham   PO22 7JS,FP/234/20/HH,18-12-20,ApproveConditionally     ,"Single storey rear and side extension, part conversion of garage to habitable use, first floor extension with dormers."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/327/20/PL&from=planningSearch,38 Arundel Road Littlehampton   BN17 7DB,LU/327/20/PL,02-12-20,Undecided     ,Application under Regulation 3 of the Town and Country Planning (General Regulations) 2015 for the change of use of single dwellinghouse to 2 No. residential apartments & associated external alterations. This site is in CIL Zone 4 (Zero Rated) as flats.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/328/20/PL&from=planningSearch,Windroos Nursery Worthing Road Littlehampton  BN17 6LY,LU/328/20/PL,01-12-20,Undecided     ,Variation of condition 20 imposed under LU/229/10/ to amend wording so as to removed specific reference to 'cars' within the condition & replace word with 'vehicles' in each instance where it features.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AB/133/20/L&from=planningSearch,13 High Street Arundel   BN18 9AD,AB/133/20/L,03-12-20,ApproveConditionally     ,"Listed building consent to repair frontage carpentry work to shop front, make the same like for like by renewing the plinths, replacing rotten & defective area with new wood & 
change colour of exterior walls from the current yellow & green to a light grey colour scheme."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AL/92/20/A&from=planningSearch,Former Aldingbourne Post Office Westergate Street Woodgate  PO20 3QL,AL/92/20/A,30-11-20,ApproveConditionally     ,"1 No. internally illuminated fascia logo, 2 No. non illuminated fascia signs, 1 No. wall mounted banner frame & 1 No. internally illuminated (logo only) totem sign."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=AW/347/20/T&from=planningSearch,4 Lucerne Court Aldwick   PO21 4XL,AW/347/20/T,07-12-20,ApproveConditionally     ,"1 No. Ash Tree (T1) Crown lift to achieve a maximum of 2.5m overhead clearance on all aspects, by carefully and selectively reducing/removing small diameter (<25mm) branches.
Reduce/remove selected small diameter branches to achieve a maximum of 1m clearance from understorey small trees, shrubs, boundary fences and other established structures."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/143/20/HH&from=planningSearch,Anderson Cottage Shripney Road Bognor Regis  PO22 9PA,BE/143/20/HH,30-11-20,ApproveConditionally     ,Removal of existing conservatory & erection of pitched roof single storey rear extension
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/291/20/CLE&from=planningSearch,48 Applegate Way Bognor Regis   PO21 5GB,BR/291/20/CLE,14-12-20,Approve     ,Lawful development certificate for an existing conservatory.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/232/20/HH&from=planningSearch,12 The Crescent Felpham   PO22 7HB,FP/232/20/HH,30-11-20,ApproveConditionally     ,Removal of velux windows to bedroom and replacement with dormer.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=FP/233/20/HH&from=planningSearch,9 Wansford Way Felpham   PO22 7NL,FP/233/20/HH,07-12-20,ApproveConditionally     ,"Single storey rear extension, first floor side extension and conversion of roofspace to habitable use and dormer."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=K/55/20/PL&from=planningSearch,57 Coastal Road Kingston   BN16 1SN,K/55/20/PL,11-12-20,Undecided     ,Demolition & erection of 1 No. dwelling.  This application is in CIL Zone 4 and is CIL Liable as new dwelling.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=LU/329/20/PDH&from=planningSearch,21 Finches Close Littlehampton   BN17 7GU,LU/329/20/PDH,01-12-20,Prior Approv not req     ,"Notification under extended permitted development rights for a single storey flat roof rear extension measuring 3.5m from beyond the rear wall of the original dwelling house, with maximum height of 2.95m and eaves height of 2.52m."
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=P/122/20/HH&from=planningSearch,28 Cardinals Drive Pagham   PO21 4QF,P/122/20/HH,03-12-20,ApproveConditionally     ,Single storey rear extension to form kitchen/diner/lounge and utility area with bike store.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/238/20/PL&from=planningSearch,Rear of 43 Old Manor Road Rustington West Sussex  BN16 3QS,R/238/20/PL,09-12-20,Refused     ,Demolition of existing garage & erection of cabin in rear garden as dwelling.  This site is in CIL Zone 4 (Zero Rated) as other development.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/239/20/PDH&from=planningSearch,17 Amberley Road Rustington   BN16 2EF,R/239/20/PDH,02-12-20,No Objection     ,"Notification under extended permitted development rights for a single storey rear conservatory measuring 7m from beyond the rear wall of the original dwelling house, with maximum height of 3.42m and eaves height of 2.5m"
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/241/20/HH&from=planningSearch,34 Frobisher Way Rustington   BN16 2BB,R/241/20/HH,09-12-20,Withdrawn     ,Rear extension including gable roof.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BR/290/20/CLP&from=planningSearch,43 Pevensey Road Bognor Regis   PO21 5NY,BR/290/20/CLP,15-12-20,PP Required     ,Lawful development certificate for a Proposed single storey extension to replace existing side extension and rear sun lounge.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=R/237/20/HH&from=planningSearch,2 Central Avenue Rustington   BN16 2HG,R/237/20/HH,07-12-20,Refused     ,Two storey side extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=WA/92/20/HH&from=planningSearch,1 Fontwell Close Walberton   BN18 0SW,WA/92/20/HH,04-12-20,ApproveConditionally     ,Retention of single storey rear extension.
https://www1.arun.gov.uk/aplanning/OcellaWeb/planningDetails?reference=BE/142/20/DOC&from=planningSearch,Land At Salt Box West Of Shripney Road Bognor Regis  PO22 9NW,BE/142/20/DOC,30-11-20,DOC Part Approved     ,Approval of details reserved by condition imposed under hybrid application BE/135/18/PL relating to Full Condition No 43 - employments and skills plan.
